Unnamed: 0,Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
339886,OYVSJBDHYOGRRE-UHFFFAOYNA-N,16021472,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S(=O)(=O)(C=1N=NN2C3=C(C(N4CCN(CC4)C=5C(=C(C=CC5)C)C)=NC21)C=CC=C3)C6=CC(=C(C=C6)C)C
317323,SJIAZVRXLMYUGQ-LQFNOIFHNA-N,4830898,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S(=O)(=O)(N1CCOCC1)C=2C=C(NC(=O)CSC=3N(CC)C(=NN3)C=4C=CN=CC4)C(OC)=CC2
120547,MDNKHFVWBALFED-LILDFLRNNA-N,2958425,1813,0,,pubchem_screening,485358,9606,DRD2,1171,BrC1=CC(NC(=O)C2(OC(=O)C3=C(C2)C=CC=C3)C)=CC=C1
59871,AVOFGCLHPJXSGN-WYUMXYHSNA-N,2432784,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S1C(C(OCC(=O)NCC2=CC=3OCOC3C=C2)=O)=CC=C1
350903,IJRIHNMUONQFQW-JDSFWKEENA-N,11958510,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O1NC(=CC12C[C@H](N(C2)C(=O)C3=CC=CC=C3)C(=O)NC4(CC4)C(=O)N)C5=CC(NC(O)C=6NC(O)=CC6)=CC=C5
259710,JZEFBZMLAJEBMC-XDNNHUIPNA-N,1737171,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S1/C(=C\C=2C=3C(N(C2)C)=CC=CC3)/C(=O)N=C1NC=4C=C(C(=CC4)C)C
85974,RZBAYHASVDBRDT-HCKMINDGNA-N,894096,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S(=O)(=O)(NCC(=O)NC=1C=CC=CC1)C2=CC=C(F)C=C2
30450,BGPQZENIZISNGC-UHFFFAOYNA-N,1475590,1813,0,,pubchem_screening,485358,9606,DRD2,1171,ClC1=CC=C(C(=O)N=C2CC=3C(OC2=O)=CC=NC3C)C=C1
329835,ZALIFHXSXOUKAG-SREBMQDQNA-N,4548456,1813,0,,pubchem_screening,485358,9606,DRD2,1171,BrC1=CC=C(N=C(O)C=2C(C3C(=NC2C)CCCC3=O)C=4C(=NN(C4)CC)C)N=C1
11382,YDTIAOOOKXQRIW-UHFFFAOYNA-N,676059,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O=C(N1CCC(CC1)C)C=2OC(N(=O)=O)=CC2
319930,UIPNZYRBDNJHHL-LELJVTLKNA-N,16009001,1813,0,,pubchem_screening,485347,9606,DRD2,1171,S1C=2C=3C(N(C(=O)C2C=C1C(=O)NCCC4=CC(OCC)=C(OCC)C=C4)CC)=CC=CC3
176225,QVTRYNQQDJFJPJ-UHFFFAOYNA-N,2766157,1813,0,,pubchem_screening,485358,9606,DRD2,1171,FC(F)(F)C=1C=C(C(OCCC=2C(=NN(C2O)C3=CC=CC=C3)C)=O)C=CC1
204986,FKSFUZALEOHOJE-UYBDAZJANA-N,3163383,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S(=O)(=O)(N(CC(=O)NCC1=CC=2OCOC2C=C1)C)C3=CC=C(OCC)C=C3
152000,GGSFMFIFDNFXAB-HCKMINDGNA-N,16023585,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O(C1=C(CCNC=2N=CN=C3ON=C(C23)C)C=CC(OC)=C1)C
85457,RMRYSPOQYWILQE-UHFFFAOYNA-N,667137,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S(=O)(=O)(NC=1C=C2OCOC2=CC1)C3=CC=4OC(=O)N(C4C=C3)C
266502,MJYCTTXRCINQFO-LELJVTLKNA-N,15991020,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O=C(N(C1CCCCC1)CC=2C=3C(N(C2)CC)=CC=CC3)NC=4C=CC(=CC4)CC
329792,YZXUALRIOJRHRR-HXTKINSTNA-N,1043500,1813,0,,pubchem_screening,485347,9606,DRD2,1171,S(=O)(=O)(C=1C=C2C(C(=O)N(C2=O)C3=CC=C(O)C=C3)=CC1)C4=CC=C(C=C4)C(O)=O
343191,UNCJZFQHRRBWCL-PKRZOPRNNA-N,665082,1813,0,,pubchem_screening,485358,9606,DRD2,1171,OC1N(C(O)C=2C1=C3N(C2C(=O)NC=4C=C5OCOC5=CC4)C=CC=6C3=CC=CC6)C7CCCCC7
30049,ZWPWLKXZYNXATK-UHFFFAOYNA-N,69148,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O=C(C=1C=CC(=CC1)C)C2=CC=C(C=C2)C
320970,SYARBMUULXLZGM-QWOVJGMINA-N,18274677,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O(CCN(C1C(N(CCCC)C(=O)NC1=O)=N)C(=O)C2=CC(N3N=NN=C3)=CC=C2)C
80409,OWFAZMHCDLAVCB-VEWCPZSHNA-N,2806337,1813,0,,pubchem_screening,485358,9606,DRD2,1171,ClC1=C(NC(=O)NC2=CC(=CC=C2)C(OC)=O)C=CC(Cl)=C1
62731,CSOPNPSCICYWKO-DTQAZKPQNA-N,5867608,1813,0,,pubchem_screening,485358,9606,DRD2,1171,N(C1=CC=C(C=C1)/C=C(/C2=NC=CC=C2)\C#N)(CC)CC
203106,FTLXTLDCQSEFAF-UHFFFAOYNA-N,12005559,1813,0,,pubchem_screening,485358,9606,DRD2,1171,ClC=1C=CC(C(=O)C[N+]2=C3N(CCCCC3)C(=C2)C4=CC=CC=C4)=CC1
315412,RPQYDNVTDQOQRT-LBOYIXSDNA-N,16023306,1813,0,,pubchem_screening,485358,9606,DRD2,1171,ClC1=CC(N2CCN(CC2)CCCNC3=NC=NC=4ON=C(C34)C=5C=CC(F)=CC5)=C(C=C1)C
104618,GDVLOMUCESFOCX-LILDFLRNNA-N,1504796,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S(=O)(=O)(N1CCN=C1C=2C=CC=CC2)C=3C=CC(NC(=O)C)=CC3
159537,JHZCIYTUODDYEG-NZECAUOTNA-N,9582520,1813,0,,pubchem_screening,485358,9606,DRD2,1171,ClC=1N(N=C(C1/C=N/NC=2N=NC=C(O)N2)C)C3=CC=CC=C3
213556,LNQSPWHKCUSGOC-PKSOQXRJNA-N,5075630,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S(O)(CC=1N=C(OC1C)C=2C=CC(CC)=CC2)=CC(=O)NCC=3OC=CC3
242738,ZVPIRKDDLBAXBS-QWOVJGMINA-N,15997387,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O=C(N(C1CCN(CC1)C(C)C)CCC(C)C)NC=2C=C(OC)C=CC2
65266,DIPMIJOELRXPKR-UHFFFAOYNA-N,2765291,1813,0,,pubchem_screening,485358,9606,DRD2,1171,ClC=1C=C(OC=2N=C(C=3C=CC(F)=CC3)C=CC2C#N)C=CC1Cl
146847,AGWFFSPVEOCYMV-LILDFLRNNA-N,9550790,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O(C=1C=C(CCNC2=NC=3C(N4N=NN=C42)=CC=CC3)C=CC1OC)C
7904,MUBZZRZIBNKULO-UHFFFAOYNA-N,3236423,1813,0,,pubchem_screening,485358,9606,DRD2,1171,BrC1=CC=C(C=2N=C3N(C2)C=CC=N3)C=C1
208005,INOKJENDVYITMZ-MIMBNDINNA-N,6895141,1813,0,,pubchem_screening,485358,9606,DRD2,1171,FC(F)(F)C=1C=C(C=2OC(=CC2)/C=N/NC(=O)C3=CC(F)=CC=C3)C=CC1
173665,OCYRAVRPEAHRIP-UHFFFAOYNA-N,1095219,1813,0,,pubchem_screening,485358,9606,DRD2,1171,BrC1=CC=C(N(S(=O)(=O)C2=CC=C(C=C2)C)CC(=O)N3CCOCC3)C=C1
199694,DBCJQSDGEGTKFD-BATSNZJTNA-N,9634331,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O=C1N(CC2=CC=CC=C2)C=C(C=C1)C(O/N=C(\N)/C3=NC=CC=C3)=O
93240,XZXZPHPYNWDAIN-UHFFFAOYNA-N,2816887,1813,0,,pubchem_screening,485358,9606,DRD2,1171,ClC=1C=CC(C(=O)C=2SC3=NSC(SCCN4CCOCC4)=C3C2N)=CC1
272512,SMTZAOKAMGHXPI-PKSOQXRJNA-N,986744,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S(=O)(=O)(N(CC(=O)NC1CC1)C2=C(OC)C=CC(OC)=C2)C3=CC=C(C=C3)C
48215,QVURYMWQDNXJTO-WYUMXYHSNA-N,3822304,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O1C(CC(CC1)C(=O)NC=2C=CC(OC)=CC2)(C)C
247218,BQDABCKPCQNYCQ-QWOVJGMINA-N,4050848,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S(=O)(=O)(N1CCCC1)C=2C=C(C=CC2F)C(=O)NC3=CC=C(C(C)C)C=C3
217633,KWJLCPSULDSZGI-UHFFFAOYNA-N,3240292,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O=C(N1CCN(CC1)C=2N=CC=CC2)C3=C4C(=NC(=C3)C5=CC=NC=C5)C=CC=C4
324445,WCQKOCWBMBEJLL-LNNLXFCONA-N,4780980,1813,0,,pubchem_screening,485358,9606,DRD2,1171,ClC=1C=CC(C(=O)N2CCC(CC2)C(OCC(=O)NC=3C(OC)=CC=C(OC)C3)=O)=CC1
93416,YABYKEJYJKZXSX-XLPACQNMNA-N,2471648,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S1C(NC(=O)CSC=2SC(=NN2)C)=C(C=C1)C(=O)N
117591,JYYCNSRVZOYYTI-CDZRGBSPNA-N,677345,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O=C1NC(=O)N(C=2N=C(N(C21)CC3=CC=CC=C3)N)C
172626,PGWFKNACXPEQMF-LILDFLRNNA-N,1482788,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S=C1N(CCCN2CCOCC2)C(=N)C3=C(N1)C=C(OC)C(OC)=C3
246931,AMFCEACZNVUFCX-QWOVJGMINA-N,2373187,1813,0,,pubchem_screening,485358,9606,DRD2,1171,ClC=1C(C(OCCNC(=O)C2=CC(S(=O)(=O)N(C)C)=CC=C2)=O)=CC(F)=C(F)C1
83534,PNLKHBATFIYWBL-GPQMBLKYNA-N,1711224,1813,0,,pubchem_screening,485358,9606,DRD2,1171,FC=1C=CC(NC(=O)COC(=O)C2=CC(=CC=C2)C)=CC1
3406,ZCBLODFWCPRMIZ-XWKXFZRBNA-N,1585567,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S(CCCC)C=1N=NC(=C(O)N1)C
350064,CZOOGPFLESIXHH-YNDYHMGXNA-N,16020245,1813,0,,pubchem_screening,485358,9606,DRD2,1171,ClC=1C(CNC(=O)C=2C=C3N(C(=O)N(C(=O)C3=CC2)C4=CC=C(C=C4)C)CC(=O)NC=5C=C(Cl)C=CC5)=CC=CC1
276382,XHSJMUYTACOXNE-LQFNOIFHNA-N,54707977,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O=C1C=2C(N(CC3=CC=CC=C3)C(=O)C1C(=O)NCCN(CC)CC)=CC=CC2
203160,FSLYIDCWGBAAGZ-UHFFFAOYNA-N,1486786,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S(O)(C1=C(C=2ON=C(N2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C=CC=C1)=C
225071,QUEGLMRMPJJNCM-UYBDAZJANA-N,2473456,1813,0,,pubchem_screening,485358,9606,DRD2,1171,FC(F)OC1=C(OC)C=C(C=C1)C(OCC(=O)NC(=O)C=2N(C=CC2)C)=O
240128,YQIVKOGUTLMJSO-DZQCGVKKNA-N,2997601,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S(C=1N(CCCC)C2=C(N1)C=C(S(=O)(=O)N)C=C2)CC3=C(ON=C3C)C
170572,NWHFIWGWSOFDCX-LILDFLRNNA-N,6469564,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S1C(NC(=O)CN2CCN(CC2)CC3=CC(OC)=CC=C3)=NN=C1CC
234290,VMAFHQNUALXLGG-UHFFFAOYNA-N,7292485,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O1CCN(CC1)C2=NN=C(N3CCN(CC3)C(=O)C4=C(N(=O)=O)C=CC=C4)C=C2
174073,NIRGQTSJBIMHSJ-BDGWVKIONA-N,5310408,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O=C(NC1CCCCCC1)C2=CC=3NC(=O)N(C(=O)C3C=C2)CCOC
313675,QCIJPNHRQJMCBP-SPEPDGBUNA-N,1096819,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S1C=C(N=C1NC=2C=CC(=CC2)C)C(=O)N3CCC(CC3)C(=O)NCC4=CC=CC=C4
264165,OKXVAAMKNHOIBK-XBTAAFKLNA-N,6495980,1813,0,,pubchem_screening,485347,9606,DRD2,1171,S(CC(=O)NC1CCCC1)C=2N(C(=NN2)CC(=O)NC=3C=CC(F)=CC3)CC
231423,VRZKTKROHSWFPE-UYBDAZJANA-N,16028962,1813,0,,pubchem_screening,485347,9606,DRD2,1171,ClC1=CC(NC(=O)C=2N(C=C(S(=O)(=O)N3CCCCC3)C2)C)=CC=C1OC
222734,MKZIUGNEIUNOMB-UHFFFAOYNA-N,16021713,1813,0,,pubchem_screening,485358,9606,DRD2,1171,ClC=1C=C(N2CCN(CC2)C=3ON=C(N3)C4=CC(OC)=C(OC)C=C4)C=CC1
175626,PYPLLNCCLNXPDB-JLGFQASFNA-N,366855,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S1C(CC(=O)NC=2C(N(=O)=O)=CC=CC2)C(=O)NC=3C1=CC=CC3
104826,FSKSQJITDFTKST-UHFFFAOYNA-N,2916735,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O(C(=O)C1C(C1C(OCC)=O)(C2=CC=CC=C2)C3=CC=CC=C3)CC
239206,XAKDKOUIHWMRHM-FZIPUWRYNA-N,9637805,1813,0,,pubchem_screening,485347,9606,DRD2,1171,ClC1=C(C(=O)N/N=C/C=2C=3C(N(C2)C(=O)C)=CC=CC3)C=CC=C1
155462,BQQJORNOPZACKC-BDGWVKIONA-N,2195902,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S(CCNC(=S)NC=1C=CC(CC(OC)=O)=CC1)C2=CC=C(C=C2)C
45815,OOXVVQWCARXVNF-UHFFFAOYNA-N,662619,1813,0,,pubchem_screening,485358,9606,DRD2,1171,ClC1=C(CSC=2OC(=NN2)C=3C=CN=CC3)C=CC(Cl)=C1
219136,NCCFMZOPPCICFV-UHFFFAOYNA-N,1877855,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O(CCN(C)C)C(=O)C(=NC(=O)C=1C=CC=CC1)CC=2C=3C(N(C2)C)=CC=CC3
166290,JZJWMVBRHWKJAR-RVLNTAOFNA-N,11936614,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S(=O)(=O)(N1[C@@H](CCC1)C(=O)NC=2SC=CN2)C=3C(F)=CC=CC3
8218,OMSSNTRYIIEBGA-UHFFFAOYNA-N,886409,1813,0,,pubchem_screening,485358,9606,DRD2,1171,BrC=1C=C(C=2N=C(SC2)C)C=CC1OC
42296,KLJWWEBUVKJULJ-UHFFFAOYNA-N,24747389,1813,0,,pubchem_screening,485358,9606,DRD2,1171,BrC=1C=CC(NC(C2=CC=CC=C2)C3=CC=NC=C3)=CC1
213282,LQHMLFDOHBPPMG-LQFNOIFHNA-N,16034301,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O=C(NCCCN(CCCC)CC)CCN1N=C(CCC1=O)C=2C=CC(OC)=CC2
122492,NMAYXFWBINAZIU-UHFFFAOYNA-N,15989979,1813,0,,pubchem_screening,485347,9606,DRD2,1171,ClC=1C(CC=2OC(=NN2)C3CN(C(=O)C3)C4=CC=CC=C4)=CC=CC1
100132,AFJWIQAQCIKBAN-HCKMINDGNA-N,2622584,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S(C=1N2C(=NN1)C=CC=C2)CC(=O)NC3=C(C=CC=C3)C(=O)C
201653,DTNPQMKFRRWXSO-UHFFFAOYNA-N,3802120,1813,0,,pubchem_screening,485358,9606,DRD2,1171,ClC1=CC=C(C2=C3N(N=C2C)C(=CC(=N3)C=4C=CC=CC4)C5=CC=CC=C5)C=C1
21301,MWIUSTWHCNRNMS-YAQRNVERNA-N,1742054,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S1C2=C(CCC2)C3=C1N=C(SCC=C)N=C3O
80339,OWVXKGJEVKPICW-JLGFQASFNA-N,24818662,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O=C1N(CCC1)CCCNC(=O)NC=2C=C(C(=CC2)C)C
130200,SAKWXCPWSQYDGU-DZQFSFFNNA-N,2954537,1813,0,,pubchem_screening,485358,9606,DRD2,1171,FC1=C(NC(=O)NNC(=O)C2=C(OC=C2)C)C=CC(F)=C1
75848,LTQXXOVZDCILMR-UHFFFAOYNA-N,2148835,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S(=O)(=O)(N1CCN=C1SCC2=CC(N(=O)=O)=CC=C2)C3=CC=CC=C3
74450,LCNRBCIQBAFLBP-GPQMBLKYNA-N,2892672,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O=N(=O)C=1C(NC2=NC=3C(C(=C2)C)=CC=CC3)=CC=CC1
317963,SSGSYJAGLUTKPQ-UHFFFAOYNA-N,24892538,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O(C1=CC(C=2N=C3N(C2NC4CCCCC4)C=CC(=C3)C)=CC=C1C=5C=CC(=CC5)C(=O)C)C
114427,ITHBXOWGBUJRJH-WYUMXYHSNA-N,820989,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O1C(OCCC1)(CC(=O)NN2C(=O)C=3C(C2=O)=CC=CC3)C
287670,AJGRZEWSQALBCH-LNNLXFCONA-N,2119825,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O=C1N(C(=O)NC12CCC(CC2)C)CC=3N4C(N(CCC(C)C)C(=O)C5=C4C=CC=C5)=NN3
200214,CSRCYFXFKCDHIQ-BDGWVKIONA-N,24687849,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S1C(=C(N=C1NC(=O)CCNC(=O)C=2OC=CC2)C3=CC=CC=C3)C(=O)C
237988,WMOUEWJMPZKNRC-UHFFFAOYNA-N,16028880,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O(C=1C=C(CNC=2N3N=C(N=C3N=C(C2)C)C=4C=CC(=CC4)C)C=CC1)C
280244,YQMWEFYZMGBWQU-UHFFFAOYNA-N,16008114,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O(C=1C=2C(N(CC)C(=O)C1)=CC=CC2)CC(=O)N(C3=CC=C(C(C)C)C=C3)CCC
9888,RTLIEMOQHXGJEE-UHFFFAOYNA-N,2804358,1813,0,,pubchem_screening,485358,9606,DRD2,1171,FC1=C(C(NCC2=CC=CN=C2)=CC=C1)C#N
73778,HTVGDFKJXWTNPU-OENXLSQZNA-N,1174569,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S(CC(=O)NC1=NOC(=C1)C)C2=NC=CC=C2C(=O)O
211448,HPMRZYKGYWYSCG-BDGWVKIONA-N,3240068,1813,0,,pubchem_screening,485358,9606,DRD2,1171,FC(F)(F)C1(O)NC(=O)NC(C1C(=O)C)C2=CC(OC)=C(OC)C(OC)=C2
53556,UZESHUWKNHTNLO-RVQYIEHVNA-N,2172322,1813,0,,pubchem_screening,485358,9606,DRD2,1171,BrC1=C(N(N=C1C)CC(=O)NNC(=S)NCCCOC)C
208165,IJRSKBCSJSTPLE-MPIMZMORNA-N,1874058,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O=C(NC1=NN2C(=CC(=NC2=N1)C=3C=CC=CC3)C4=CC=CC=C4)CCC
240739,YRZLMZPVQMJPAK-UYBDAZJANA-N,1018416,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S1C2=CC(NC=3N=C(N4CCOCC4)N=C(N5CCOCC5)N3)=CC=C2N=C1SC
344579,XMXJKFHEPFVSIE-ANWICMFUNA-N,16197115,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O1[C@@H](OCC2=CC=C(C=C2)CO)C=C(C=C1C(=O)N3CCN(CC3)C)C4C(=O)C5=C(OC4)C=CC=C5
207797,HJRQKNLDSBQJTH-LILDFLRNNA-N,647462,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O=C1N(C(=O)N(C=2N=C(N(C21)CC=3C=C(C=CC3)C)NCCOC)C)C
323069,UQZAONGDGGVXQY-LELJVTLKNA-N,16027685,1813,0,,pubchem_screening,485358,9606,DRD2,1171,O=C(NCCN1CCN(CC1)C=2C(=C(C=CC2)C)C)C3N(C=4C(C3)=CC=CC4)C(=O)CC
329547,ZNNMTOXSTKFLLP-SPEPDGBUNA-N,3205508,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S1C(NC(=O)CCC(=O)N(C(C(=O)NC(C)(C)C)C2=CC=C(C=C2)C)CCOC)=NC=C1
185418,TUGLYNAQFHHSRD-UHFFFAOYNA-N,5019695,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S(=O)(=O)(N1CCN(CC1)C(OCC)=O)C2=CC=3CC(N(C3C=C2)C(=O)C)C
83631,PQDZDZXLHZWHPH-LILDFLRNNA-N,699971,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S1C(NC(=O)C=2C=CC=CC2)=C(CN3CCOCC3)C=C1CC
159555,JGPBBLJMFUULGX-PKSOQXRJNA-N,666505,1813,0,,pubchem_screening,485358,9606,DRD2,1171,S(CC(=O)NC=1N=C2CCCC(=O)C2=CN1)C=3N=C(C=C(N3)C)C
